fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,label
6.9,0.28,0.33,1.2,0.039,16.0,98.0,0.9904,3.07,0.39,11.7,bad
12.3,1.33,0.62,47.1,0.238,186.3,273.6,1.00619,3.23,1.36,10.0,good
10.4,1.13,0.71,43.8,0.368,187.0,274.5,1.00665,3.12,1.31,10.5,good
5.4,0.58,0.08,1.9,0.059,20.0,31.0,0.99484,3.5,0.64,10.2,bad
11.9,1.06,0.9,31.3,0.147,199.8,303.7,1.00885,2.81,1.44,11.7,good
11.4,1.24,1.23,38.0,0.362,214.1,196.3,1.02454,3.43,1.14,11.2,bad
10.4,1.21,1.23,33.2,0.268,165.6,205.6,1.01708,3.25,1.3,10.4,bad
6.8,0.44,0.2,16.0,0.065,61.0,186.0,0.99884,3.13,0.45,8.6,bad
7.8,0.32,0.31,1.7,0.036,46.0,195.0,0.993,3.03,0.48,10.5,bad
10.8,0.85,1.18,42.3,0.402,202.7,273.9,1.01831,3.48,1.08,11.4,good
8.9,1.18,1.24,42.8,0.365,193.4,374.0,1.0234,3.31,0.97,12.7,good
11.4,1.06,0.87,47.0,0.421,183.3,301.6,1.00697,3.2,1.59,10.9,bad
8.5,0.9,1.26,22.8,0.189,201.7,378.4,1.01663,3.26,1.62,13.6,good
6.7,0.17,0.27,1.4,0.032,39.0,149.0,0.99254,3.4,0.52,10.5,bad
13.2,0.83,0.75,30.4,0.16,129.3,214.6,1.01805,3.27,1.53,11.2,bad
7.5,1.29,1.06,58.2,0.313,206.7,367.3,1.00718,2.98,1.46,12.6,good
8.5,1.11,1.16,36.3,0.15,193.8,400.2,1.00528,3.22,1.34,12.4,good
14.0,1.07,0.58,52.3,0.258,209.8,285.9,1.01048,2.86,1.61,9.9,good
7.3,0.36,0.34,14.8,0.057,46.0,173.0,0.99751,3.14,0.57,10.2,bad
6.8,0.98,0.3,44.3,0.329,128.1,242.4,1.01155,3.47,1.04,12.4,good
10.3,1.28,0.67,30.5,0.199,167.6,235.4,1.00574,3.3,1.01,11.9,good
10.3,1.25,0.77,37.3,0.208,171.0,264.7,1.01349,2.89,1.82,13.9,good
9.3,1.04,0.97,31.9,0.248,170.4,235.9,1.02274,3.14,1.37,12.9,good
11.0,1.01,1.18,45.9,0.303,184.0,247.6,1.01592,2.93,1.43,11.1,good
6.0,0.94,1.48,36.3,0.322,179.7,305.7,1.0157,3.17,1.5,13.4,bad
11.6,1.42,1.31,55.0,0.217,243.6,326.5,1.01647,3.14,1.0,12.8,good
8.1,0.575,0.22,2.1,0.077,12.0,65.0,0.9967,3.29,0.51,9.2,bad
10.9,0.82,0.96,31.8,0.13,219.3,245.7,1.00786,3.36,0.61,12.1,bad
10.5,1.34,0.86,55.8,0.226,84.6,221.2,1.00758,3.45,0.83,10.9,bad
13.4,1.09,0.79,19.4,0.186,235.1,269.4,1.00673,2.83,1.68,11.2,good
6.8,0.35,0.44,6.5,0.056,31.0,161.0,0.9952,3.14,0.44,9.5,bad
7.4,1.27,0.93,56.7,0.103,132.4,361.3,1.02354,2.83,0.97,13.3,bad
8.7,1.2,0.91,38.3,0.207,127.3,304.4,1.01637,3.02,1.09,12.1,good
13.1,0.94,0.99,48.2,0.375,111.0,290.1,1.0111,3.2,1.28,11.1,good
11.7,0.87,0.55,31.7,0.317,160.2,338.8,1.01611,3.1,1.81,13.3,good
9.5,0.42,0.41,2.3,0.034,22.0,145.0,0.9951,3.06,0.52,11.0,bad
6.4,0.29,0.18,15.0,0.04,21.0,116.0,0.99736,3.14,0.5,9.2,bad
6.7,1.31,1.18,46.6,0.198,211.1,358.5,1.02461,3.19,1.15,12.7,bad
12.3,1.05,0.72,36.2,0.238,113.6,271.1,1.01585,3.08,1.59,10.9,bad
11.6,1.42,1.4,55.9,0.239,105.0,301.6,1.02443,2.92,1.59,12.5,good
8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86,10.6,good
10.7,0.81,0.96,52.0,0.158,84.4,406.2,1.0244,3.22,0.89,12.1,good
7.2,0.23,0.39,2.3,0.033,29.0,102.0,0.9908,3.26,0.54,12.3,good
8.4,0.67,0.19,2.2,0.093,11.0,75.0,0.99736,3.2,0.59,9.2,bad
8.9,1.22,0.93,58.2,0.212,170.6,281.8,1.02042,3.36,0.87,12.4,good
9.6,1.14,1.02,45.8,0.418,183.7,322.4,1.02505,2.95,1.74,12.9,bad
6.0,0.17,0.3,7.3,0.039,39.0,104.0,0.99252,2.91,0.57,11.0,bad
9.1,0.99,1.06,25.6,0.114,112.8,234.5,1.0099,3.11,1.37,12.9,good
9.1,0.97,1.12,50.6,0.152,261.8,243.0,1.01197,3.03,1.32,12.3,good
12.0,0.8,0.84,44.1,0.31,164.4,351.1,1.0121,3.31,1.64,11.7,good
8.6,1.17,0.53,43.0,0.144,161.8,352.8,1.00729,3.21,1.14,11.4,bad
8.4,0.6,0.53,40.4,0.301,181.8,244.4,1.01305,3.44,0.91,11.4,bad
8.5,1.18,0.48,41.9,0.276,143.8,389.5,1.00933,3.23,1.34,13.1,good
10.7,0.88,1.14,36.4,0.207,201.3,218.5,1.02275,3.13,1.52,12.7,good
6.2,0.32,0.12,4.8,0.054,6.0,97.0,0.99424,3.16,0.5,9.3,bad
13.3,0.29,0.75,2.8,0.084,23.0,43.0,0.9986,3.04,0.68,11.4,good
6.3,0.17,0.42,2.8,0.028,45.0,107.0,0.9908,3.27,0.43,11.8,bad
6.4,0.28,0.44,7.1,0.048,49.0,179.0,0.99528,3.15,0.48,9.2,bad
8.2,1.31,1.07,51.0,0.115,158.6,393.9,1.02163,3.04,0.75,11.3,bad
6.2,1.04,0.92,19.4,0.188,120.6,294.8,1.01299,3.12,1.66,12.9,good
8.7,0.89,1.17,39.9,0.125,125.9,168.2,1.01557,3.18,1.41,12.6,bad
11.0,0.69,0.63,37.5,0.203,231.3,268.7,1.01307,3.28,1.6,10.4,good
13.2,1.17,1.3,44.9,0.252,190.5,233.5,1.00285,3.03,0.87,10.9,good
10.2,0.36,0.64,2.9,0.122,10.0,41.0,0.998,3.23,0.66,12.5,bad
13.1,1.33,1.36,49.7,0.269,270.5,335.9,1.01202,3.02,1.33,11.2,bad
10.7,0.96,0.97,25.3,0.245,154.3,287.9,1.01513,2.91,1.49,11.0,bad
13.5,1.24,0.51,50.8,0.435,233.3,267.4,1.01498,2.93,1.1,10.8,bad
6.4,0.16,0.31,5.3,0.043,42.0,157.0,0.99455,3.35,0.47,10.5,bad
10.3,0.83,1.41,43.4,0.322,184.6,304.7,1.01477,3.22,1.43,12.0,good
12.4,1.2,1.37,27.4,0.109,237.2,325.3,1.01654,3.29,1.01,11.8,bad
9.5,1.22,1.11,30.0,0.271,98.8,107.6,1.01699,2.95,1.44,12.5,good
12.3,0.87,1.03,49.6,0.301,226.4,329.3,1.02362,2.99,1.17,12.2,bad
7.6,0.27,0.24,3.8,0.058,19.0,115.0,0.9958,3.15,0.45,8.9,bad
10.7,1.27,1.22,47.4,0.309,211.2,224.3,1.02006,3.03,1.38,11.8,bad
9.1,1.17,1.17,47.0,0.303,156.6,270.2,1.00668,3.16,0.88,12.8,good
6.1,0.17,0.27,1.5,0.056,45.0,135.0,0.9924,3.2,0.43,10.2,bad
11.1,1.2,1.23,38.2,0.282,88.0,248.9,1.0176,3.25,1.37,12.6,bad
10.9,0.53,1.11,51.2,0.137,159.5,246.8,1.01396,3.12,1.03,11.0,good
9.9,1.2,1.18,38.5,0.184,239.5,235.2,1.02761,3.18,1.31,11.3,bad
10.1,1.29,1.28,44.6,0.174,208.6,221.0,1.02649,2.8,0.91,11.0,bad
6.4,0.26,0.21,7.1,0.04,35.0,162.0,0.9956,3.39,0.58,9.9,bad
12.9,1.26,1.11,37.3,0.461,186.9,314.1,1.01901,2.95,0.99,10.1,good
6.5,1.28,0.5,38.5,0.163,119.7,163.9,1.01141,3.18,1.67,11.6,bad
9.8,0.66,0.39,3.2,0.083,21.0,59.0,0.9989,3.37,0.71,11.5,good
11.6,0.87,0.82,34.3,0.093,120.0,306.5,1.01638,3.06,1.25,12.8,bad
9.7,0.99,1.17,40.6,0.231,181.8,243.5,1.01503,3.25,1.41,10.4,good
9.6,0.25,0.54,1.3,0.04,16.0,160.0,0.9938,2.94,0.43,10.5,bad
11.6,1.13,1.21,43.8,0.399,83.9,216.9,1.01285,3.29,1.21,10.2,good
8.6,1.11,1.27,52.0,0.328,178.5,212.6,1.02408,3.21,0.77,12.0,bad
12.0,0.72,0.72,19.0,0.376,188.5,251.3,1.02917,3.22,1.37,10.7,good
12.9,1.0,0.78,40.0,0.103,220.3,308.2,1.00422,2.86,1.26,12.1,good
12.2,0.76,1.04,35.3,0.226,142.8,195.2,1.01442,3.07,1.55,11.8,good
9.2,0.27,0.34,10.5,0.043,49.0,228.0,0.9974,3.04,0.41,10.4,bad
6.3,0.25,0.22,3.3,0.048,41.0,161.0,0.99256,3.16,0.5,10.5,bad
10.8,0.94,1.05,42.2,0.273,227.2,259.9,1.01313,3.08,1.1,10.9,good
12.5,1.14,0.52,46.0,0.111,236.6,315.1,1.01043,2.87,1.63,10.5,bad
10.2,0.34,0.48,2.1,0.052,5.0,9.0,0.99458,3.2,0.69,12.1,good
11.7,1.23,1.08,48.6,0.29,205.6,244.7,1.01623,3.53,0.8,11.0,good
15.3,0.93,0.76,56.9,0.29,115.8,234.2,1.02945,2.84,1.36,10.5,bad
7.0,0.34,0.3,1.8,0.045,44.0,142.0,0.9914,2.99,0.45,10.8,bad
7.3,0.305,0.39,1.2,0.059,7.0,11.0,0.99331,3.29,0.52,11.5,bad
11.3,0.34,0.45,2.0,0.082,6.0,15.0,0.9988,2.94,0.66,9.2,bad
12.2,0.54,1.09,30.9,0.349,180.1,278.2,1.0105,3.73,1.08,10.2,good
10.8,1.16,1.24,47.0,0.162,233.9,206.2,1.02327,3.18,1.42,10.6,good
14.1,0.75,0.8,48.1,0.19,180.3,331.6,1.01046,3.37,1.53,9.7,bad
10.5,0.37,0.66,45.2,0.441,173.8,371.7,1.01371,3.15,1.42,13.6,good
9.5,1.2,0.67,49.0,0.117,247.2,350.3,1.02735,3.15,1.21,11.4,bad
10.7,1.28,1.27,46.2,0.207,218.9,366.2,1.00975,3.03,1.07,11.2,bad
9.5,1.24,0.92,56.8,0.464,214.4,367.5,1.02107,3.3,1.22,11.7,good
11.4,1.13,1.1,45.8,0.46,173.8,315.6,1.01674,3.36,1.12,12.6,good
10.8,0.89,1.01,32.4,0.274,170.7,261.7,1.01072,3.25,1.41,11.8,good
7.3,0.66,0.0,2.0,0.084,6.0,23.0,0.9983,3.61,0.96,9.9,bad
12.1,1.06,0.95,41.4,0.335,200.1,209.5,1.01311,3.31,1.68,13.0,good
6.2,0.12,0.34,1.5,0.045,43.0,117.0,0.9939,3.42,0.51,9.0,bad
14.2,0.65,0.73,49.1,0.226,124.3,343.6,1.01453,2.99,1.73,11.4,good
8.5,0.83,0.77,29.1,0.16,232.2,317.6,1.01533,3.17,1.64,13.6,good
10.2,0.24,1.04,27.7,0.171,127.8,155.7,1.02383,3.18,0.94,11.0,good
6.3,0.37,0.37,1.5,0.024,12.0,76.0,0.98876,2.94,0.39,12.3,bad
9.7,0.85,1.04,41.6,0.341,102.8,193.9,1.02769,2.99,1.26,12.2,good
11.0,0.95,1.1,37.5,0.428,206.7,302.4,1.02701,3.08,1.54,10.8,bad
11.9,1.23,0.72,8.7,0.101,216.2,369.1,1.01766,2.91,1.72,13.9,good
13.3,0.62,0.81,53.0,0.157,131.3,353.5,1.01664,2.98,1.45,10.3,good
8.4,1.13,1.26,55.4,0.177,132.2,359.7,1.00983,3.15,1.59,10.6,bad
5.2,0.34,0.0,1.8,0.05,27.0,63.0,0.9916,3.68,0.79,14.0,bad
10.5,1.14,1.06,40.2,0.195,145.7,255.5,1.02538,3.23,1.12,13.0,good
6.8,0.48,0.25,2.0,0.076,29.0,61.0,0.9953,3.34,0.6,10.4,bad
10.6,0.61,1.29,46.1,0.115,206.7,284.0,1.0151,3.34,1.6,11.3,good
9.7,0.67,1.27,37.4,0.279,66.9,252.4,1.02021,3.47,1.15,13.1,good
8.2,0.22,0.49,9.6,0.037,53.0,154.0,0.9951,3.02,0.33,10.6,bad
10.9,0.92,0.88,36.4,0.346,118.5,222.6,1.01605,3.18,1.01,12.7,bad
9.5,1.22,1.11,30.0,0.271,98.8,107.6,1.01699,2.95,1.44,12.5,good
12.5,1.17,1.13,50.6,0.21,273.7,341.7,1.02237,2.89,1.01,10.2,good
6.2,0.41,0.22,1.9,0.023,5.0,56.0,0.98928,3.04,0.79,13.0,good
13.4,1.18,1.15,40.6,0.299,199.7,175.6,1.01536,3.11,0.79,11.3,bad
6.9,0.4,0.17,12.9,0.033,59.0,186.0,0.99754,3.08,0.49,9.4,bad
6.8,0.25,0.34,14.0,0.032,47.0,133.0,0.9952,3.37,0.5,12.2,good
13.6,1.12,0.86,49.3,0.339,175.9,200.8,1.00439,3.05,1.23,10.3,bad
8.9,0.89,1.04,47.4,0.215,229.9,333.8,1.02153,3.22,0.89,11.4,good
12.2,0.52,1.25,34.8,0.357,100.2,111.4,1.01914,3.31,1.56,9.6,good
10.3,1.1,1.36,34.0,0.254,228.5,223.9,1.01218,3.07,1.35,12.7,bad
10.7,1.2,1.12,35.8,0.265,213.9,371.7,1.02312,3.12,1.06,12.1,good
10.8,1.16,0.59,52.7,0.286,192.6,188.9,1.00869,2.86,1.25,10.9,bad
8.4,0.56,1.3,36.5,0.149,111.4,123.1,1.01914,2.98,1.23,11.5,bad
7.2,0.33,0.34,2.0,0.044,61.0,171.0,0.98947,3.25,0.53,13.3,good
8.9,0.99,1.14,51.9,0.296,171.7,222.1,1.03317,3.01,0.45,12.9,good
6.9,0.77,0.67,42.6,0.228,107.9,243.9,1.01124,3.07,1.44,13.4,bad
7.3,0.41,0.24,6.8,0.057,41.0,163.0,0.9949,3.2,0.41,9.9,bad
13.4,1.24,0.9,38.3,0.205,133.7,139.5,1.01272,2.94,1.83,11.1,bad
5.9,0.26,0.4,1.3,0.047,12.0,139.0,0.9945,3.45,0.53,10.4,bad
7.2,0.26,0.4,6.3,0.047,52.0,172.0,0.99573,3.18,0.53,9.5,bad
10.1,1.1,0.57,43.4,0.163,244.8,348.2,1.02177,3.09,1.18,10.8,bad
8.4,0.35,0.71,12.2,0.046,22.0,160.0,0.9982,2.98,0.65,9.4,bad
6.4,0.2,0.28,2.5,0.032,24.0,84.0,0.99168,3.31,0.55,11.5,bad
7.0,0.25,0.32,9.0,0.046,56.0,245.0,0.9955,3.25,0.5,10.4,bad
6.6,0.24,0.28,1.8,0.028,39.0,132.0,0.99182,3.34,0.46,11.4,bad
12.6,1.46,0.82,44.6,0.311,201.6,321.8,1.01609,3.0,1.59,12.8,good
10.5,0.87,1.49,55.6,0.311,143.7,220.0,1.01316,3.43,1.05,9.9,bad
10.6,0.78,0.52,39.3,0.179,193.3,281.6,1.02399,3.31,1.03,12.0,good
8.5,1.02,1.08,44.9,0.301,176.2,308.4,1.01468,3.34,1.24,10.7,bad
9.5,0.735,0.1,2.1,0.079,6.0,31.0,0.9986,3.23,0.56,10.1,bad
10.8,0.96,1.33,52.9,0.376,182.7,127.0,1.01701,3.13,0.8,10.9,good
7.0,0.44,0.24,12.1,0.056,68.0,210.0,0.99718,3.05,0.5,9.5,bad
12.3,0.86,1.47,55.6,0.362,65.3,125.2,1.02754,3.04,0.85,10.1,good
10.1,0.84,0.68,57.6,0.343,173.2,351.4,1.01937,3.05,1.15,11.5,bad
8.7,0.82,1.09,24.9,0.292,118.9,321.6,1.01462,3.27,1.29,12.1,good
14.1,1.25,1.16,49.8,0.396,202.7,83.5,1.02312,3.03,0.98,10.6,good
10.7,0.91,1.0,51.0,0.203,211.4,373.8,1.01524,3.27,1.4,9.7,bad
7.5,0.24,0.62,10.6,0.045,51.0,153.0,0.99779,3.16,0.44,8.8,bad
12.5,0.85,1.2,52.9,0.384,203.9,354.0,1.02628,3.15,0.96,11.0,good
14.3,0.31,0.74,1.8,0.075,6.0,15.0,1.0008,2.86,0.79,8.4,bad
7.8,0.39,0.42,2.0,0.086,9.0,21.0,0.99526,3.39,0.66,11.6,bad
8.7,0.49,0.57,17.8,0.052,34.0,243.0,1.0007,2.98,0.82,9.0,bad
6.5,0.23,0.38,1.3,0.032,29.0,112.0,0.99298,3.29,0.54,9.7,bad
10.2,0.93,1.1,55.3,0.22,181.3,302.2,1.0161,3.34,0.81,11.6,good
10.9,0.88,1.29,33.8,0.179,151.7,119.5,1.03148,3.08,1.26,11.8,bad
6.0,0.52,0.33,7.7,0.046,24.0,119.0,0.99224,3.04,0.38,11.0,bad
7.3,0.15,0.4,2.0,0.05,24.0,92.0,0.9932,3.14,0.45,10.5,bad
8.7,0.48,0.88,51.9,0.293,119.5,281.5,1.02391,3.1,1.15,11.4,good
9.8,0.92,0.98,50.4,0.331,189.4,280.4,1.02056,2.91,1.51,9.3,good
10.8,1.03,0.69,28.8,0.156,179.9,301.7,0.99723,3.0,1.56,12.0,bad
6.4,1.03,0.87,37.4,0.288,191.0,247.3,1.01965,3.49,1.08,11.1,good
12.9,0.85,0.92,47.7,0.199,191.7,353.6,1.00546,3.22,1.17,11.4,good
9.3,1.18,1.16,32.9,0.39,223.3,352.2,1.01076,3.32,1.45,11.5,good
11.2,1.01,0.9,47.0,0.22,164.4,146.0,1.00513,3.1,1.36,11.8,bad
7.8,0.25,0.34,13.7,0.044,66.0,184.0,0.99976,3.22,0.75,8.9,bad
13.5,1.41,0.73,46.4,0.459,205.1,333.8,1.01804,2.9,1.58,10.8,good
13.4,0.29,1.1,51.0,0.42,138.3,287.5,1.03496,3.42,1.09,11.0,good
6.1,0.17,0.29,1.1,0.041,32.0,92.0,0.99036,3.26,0.57,11.2,bad
8.3,0.66,0.15,1.9,0.079,17.0,42.0,0.9972,3.31,0.54,9.6,bad
9.5,1.39,1.44,50.2,0.321,210.4,322.1,1.01892,3.38,0.79,10.8,bad
12.4,0.8,1.53,38.1,0.158,124.2,345.9,1.0281,3.01,1.17,12.4,good
12.2,1.03,1.07,59.2,0.524,187.8,380.7,1.01969,3.15,1.26,11.5,good
13.5,0.73,1.08,58.1,0.307,119.3,287.5,1.00853,3.05,0.97,11.7,bad
11.3,0.8,0.94,43.4,0.338,161.0,279.2,1.01742,3.25,0.85,11.7,good
6.2,0.28,0.27,10.3,0.03,26.0,108.0,0.99388,3.2,0.36,10.7,bad
8.8,1.15,1.03,45.9,0.114,207.1,338.4,1.01162,3.37,0.95,11.0,bad
6.8,0.67,0.3,13.0,0.29,22.0,193.0,0.9984,3.08,0.67,9.0,bad
11.1,0.95,0.92,47.2,0.29,186.4,351.0,1.00923,3.13,1.29,11.0,bad
11.7,1.08,0.59,55.7,0.155,199.2,362.2,1.02089,2.98,0.81,12.5,bad
13.2,1.23,0.79,48.8,0.237,196.8,269.9,1.02527,2.98,1.3,11.9,good
13.2,1.12,1.17,49.9,0.149,241.5,373.9,1.01751,2.95,1.79,10.6,good
9.6,1.05,0.85,42.4,0.312,163.9,189.3,1.01632,3.14,0.86,11.1,bad
10.5,0.86,1.31,43.3,0.337,94.9,347.8,1.02735,3.27,0.95,11.2,good
9.5,1.38,0.64,42.2,0.068,229.7,242.1,1.02308,3.09,1.0,12.2,good
9.0,0.8,0.8,43.3,0.195,71.9,158.2,1.02158,3.0,1.47,11.0,bad
12.9,0.44,1.24,42.1,0.36,114.9,241.5,1.00897,3.3,1.46,10.9,bad
7.1,0.29,0.34,7.8,0.036,49.0,128.0,0.99397,3.21,0.4,10.7,bad
7.1,0.31,0.25,11.2,0.048,32.0,136.0,0.99663,3.14,0.4,9.5,bad
6.4,1.19,0.95,37.0,0.177,115.8,324.7,1.01283,3.05,1.31,14.0,good
11.4,1.16,1.09,55.0,0.314,249.4,325.3,1.02566,3.37,0.69,11.1,good
11.8,0.95,1.19,49.4,0.374,178.9,306.1,1.0222,2.91,1.16,10.2,bad
7.7,1.01,0.91,54.1,0.377,124.1,341.9,1.01184,3.24,1.19,13.1,bad
12.7,0.91,1.12,32.6,0.273,214.7,253.3,1.02106,3.08,1.29,11.9,good
6.3,0.32,0.32,1.5,0.037,12.0,76.0,0.98993,3.3,0.46,12.3,bad
9.1,1.15,1.08,26.8,0.363,237.4,235.1,1.01295,3.45,1.71,12.8,bad
11.5,0.89,1.47,42.3,0.194,139.0,248.2,1.01102,3.61,1.34,10.5,bad
7.3,0.4,0.26,5.45,0.016,26.0,90.0,0.98951,2.84,0.54,13.2,good
7.5,0.41,0.23,14.8,0.054,28.0,174.0,0.99898,3.18,0.49,9.7,bad
10.7,0.88,0.86,45.5,0.286,91.7,366.2,1.02144,3.27,0.98,12.4,good
12.2,0.95,1.28,21.1,0.109,203.7,379.7,1.02233,2.85,1.25,13.0,good
5.3,0.4,0.25,3.9,0.031,45.0,130.0,0.99072,3.31,0.58,11.75,good
9.0,1.15,0.83,30.9,0.218,239.1,139.3,1.00985,2.98,1.46,10.3,good
7.9,0.19,0.26,2.1,0.039,8.0,143.0,0.9942,3.05,0.74,9.8,bad
12.3,0.58,1.0,20.6,0.192,237.2,359.1,1.00793,3.05,1.6,11.8,good
10.2,0.66,0.79,41.0,0.159,222.8,185.0,1.02073,2.84,1.22,11.0,good
10.3,0.7,0.83,53.7,0.365,107.7,179.4,1.02707,2.83,1.11,10.0,good
6.6,0.26,0.31,4.8,0.138,41.0,168.0,0.9951,3.2,0.38,9.3,bad
9.2,1.12,0.72,50.7,0.351,126.5,276.0,1.01956,3.18,1.3,12.0,bad
12.9,1.31,1.04,41.8,0.28,152.7,234.6,1.01705,2.94,1.02,10.7,good
12.1,0.94,0.72,44.4,0.146,227.4,88.5,1.00903,3.07,1.4,13.3,good
12.2,0.7,0.93,48.8,0.312,209.7,315.8,1.02275,3.11,1.57,11.8,good
7.5,0.96,0.88,49.3,0.305,126.8,280.1,1.01603,3.19,1.48,11.4,good
12.0,1.23,0.75,39.7,0.305,225.7,223.5,1.02135,3.46,1.19,10.9,bad
10.1,1.28,1.17,50.2,0.248,209.6,309.4,1.00919,3.14,1.33,9.4,good
9.1,0.94,0.82,42.4,0.212,120.1,248.8,1.0219,3.22,1.29,12.3,good
8.0,0.3,0.63,1.6,0.081,16.0,29.0,0.99588,3.3,0.78,10.8,bad
7.4,0.16,0.3,1.4,0.064,34.0,166.0,0.99136,3.11,0.42,11.43333333,bad
7.6,0.29,0.58,17.5,0.041,51.0,225.0,0.9997,3.16,0.66,9.5,bad
11.1,1.11,0.93,48.8,0.452,131.5,160.8,1.02854,3.1,1.17,13.8,bad
10.0,0.73,1.17,42.2,0.138,189.0,327.0,1.02068,3.22,1.0,10.6,good
6.5,0.67,0.0,4.3,0.057,11.0,20.0,0.99488,3.45,0.56,11.8,bad
7.4,0.3,0.22,5.25,0.053,33.0,180.0,0.9926,3.13,0.45,11.6,bad
7.6,0.3,0.42,2.0,0.052,6.0,24.0,0.9963,3.44,0.82,11.9,bad
6.8,0.3,0.27,11.6,0.028,22.0,97.0,0.99314,2.96,0.38,11.7,bad
14.4,0.6,1.18,34.7,0.166,195.7,180.6,1.01474,3.24,1.64,10.9,bad
12.9,0.67,0.83,45.8,0.321,114.1,270.2,1.02916,2.84,1.5,10.9,good
12.2,0.71,0.9,50.8,0.186,167.7,318.7,1.00686,3.31,1.24,11.0,bad
5.7,0.36,0.21,6.7,0.038,51.0,166.0,0.9941,3.29,0.63,10.0,bad
12.5,0.49,0.53,22.9,0.349,122.6,179.5,1.01501,3.32,1.21,9.8,good
9.9,0.69,1.29,45.1,0.251,65.4,218.7,1.01632,3.49,0.82,12.0,good
8.6,1.33,0.8,43.3,0.303,236.1,285.1,1.02686,2.83,1.44,13.4,good
13.0,0.78,1.15,41.9,0.417,137.8,372.7,1.03165,3.16,1.41,11.7,bad
9.7,0.95,0.59,53.6,0.343,170.7,370.3,1.00779,3.32,1.51,12.1,good
10.4,1.35,1.11,33.3,0.16,125.8,229.3,1.02231,3.03,0.91,13.4,bad
7.2,0.28,0.38,2.0,0.052,23.0,156.0,0.9912,3.13,0.52,11.1,bad
14.0,1.18,0.81,35.9,0.258,183.0,201.4,1.00491,3.2,1.07,11.3,bad
11.5,0.63,0.66,27.1,0.181,105.9,242.0,1.00087,3.39,1.8,11.7,good
6.4,0.28,0.41,6.8,0.045,61.0,216.0,0.9952,3.09,0.46,9.4,bad
7.8,0.28,0.31,2.1,0.046,28.0,208.0,0.99434,3.23,0.64,9.8,bad
11.4,1.28,1.03,43.5,0.41,172.2,202.0,1.02567,3.02,1.15,11.5,bad
12.2,1.39,0.63,40.4,0.095,217.0,186.6,1.00985,2.97,1.41,12.1,bad
7.4,0.31,0.26,8.6,0.048,47.0,206.0,0.9964,3.26,0.36,9.1,bad
8.3,0.58,0.13,2.9,0.096,14.0,63.0,0.9984,3.17,0.62,9.1,bad
8.3,0.85,0.14,2.5,0.093,13.0,54.0,0.99724,3.36,0.54,10.1,bad
11.3,0.41,0.37,31.1,0.137,195.7,304.5,1.02732,2.91,1.65,13.0,good
12.8,1.19,1.12,38.6,0.18,229.5,162.3,1.02446,3.03,1.03,11.9,bad
11.8,0.6,0.45,32.4,0.25,219.1,197.2,1.007,3.04,1.54,11.3,bad
6.7,0.62,0.24,1.1,0.039,6.0,62.0,0.9934,3.41,0.32,10.4,bad
14.0,1.08,0.47,35.1,0.237,241.1,186.5,1.02357,3.3,1.5,11.7,good
9.2,0.5,1.29,47.1,0.158,101.3,170.9,1.00558,3.45,1.45,13.4,good
9.1,0.96,0.95,47.2,0.211,185.4,175.9,1.01607,3.27,1.26,11.2,good
8.0,1.39,1.33,58.6,0.231,156.1,403.1,1.01748,3.06,1.33,12.0,bad
9.1,1.02,1.15,24.9,0.162,176.6,253.7,1.01224,3.07,1.24,12.9,bad
13.8,0.91,1.14,27.3,0.352,247.1,85.7,1.00854,3.09,1.21,10.0,good
11.5,1.23,0.97,20.8,0.225,195.5,157.7,1.01509,3.11,1.39,11.4,bad
6.4,1.31,0.91,31.3,0.164,146.1,296.2,1.01606,2.97,1.13,13.6,bad
7.1,0.29,0.28,9.3,0.048,50.0,141.0,0.9949,3.13,0.49,10.3,bad
8.3,0.49,0.36,1.8,0.222,6.0,16.0,0.998,3.18,0.6,9.5,bad
7.2,0.41,0.3,2.1,0.083,35.0,72.0,0.997,3.44,0.52,9.4,bad
5.8,0.345,0.15,10.8,0.033,26.0,120.0,0.99494,3.25,0.49,10.0,bad
12.5,0.85,0.93,53.7,0.507,106.6,211.7,1.03113,3.0,1.04,9.9,bad
12.7,0.55,1.13,42.9,0.244,179.3,187.1,1.02222,3.32,1.19,11.6,bad
7.0,0.27,0.74,1.3,0.173,34.0,121.0,0.99334,3.04,0.46,9.2,bad
11.1,1.19,0.84,41.4,0.127,161.1,209.8,1.02219,3.14,0.7,12.4,bad
6.0,0.26,0.15,1.3,0.06,51.0,154.0,0.99354,3.14,0.51,8.7,bad
6.7,0.24,0.36,8.4,0.042,42.0,123.0,0.99473,3.34,0.52,10.9,bad
7.0,0.36,0.35,2.5,0.048,67.0,161.0,0.99146,3.05,0.56,11.1,bad
13.4,0.97,1.25,47.0,0.29,252.8,333.1,1.00192,3.08,0.89,12.8,bad
6.3,0.32,0.26,12.3,0.044,24.0,205.0,0.99611,3.11,0.58,9.9,bad
13.5,0.83,1.25,33.4,0.146,225.5,243.2,1.02658,3.17,1.12,11.2,bad
6.2,0.26,0.19,3.4,0.049,47.0,172.0,0.9924,3.14,0.43,10.4,bad
10.9,0.92,0.9,44.2,0.375,211.9,376.6,1.01028,3.0,1.7,11.7,bad
